state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Goa,2021-22,All,schools_total,1510,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Goa,2021-22,All,schools_with_computer,835,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Goa,2021-22,All,schools_with_computer,55.3,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Gujarat,2021-22,All,schools_total,53851,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Gujarat,2021-22,All,schools_with_computer,52781,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Gujarat,2021-22,All,schools_with_computer,98,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Haryana,2021-22,All,schools_total,23726,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Haryana,2021-22,All,schools_with_computer,22107,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Haryana,2021-22,All,schools_with_computer,93.2,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Himachal Pradesh,2021-22,All,schools_total,18028,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Himachal Pradesh,2021-22,All,schools_with_computer,7310,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Himachal Pradesh,2021-22,All,schools_with_computer,40.5,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Jammu & Kashmir,2021-22,All,schools_total,28805,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Jammu & Kashmir,2021-22,All,schools_with_computer,9631,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Jammu & Kashmir,2021-22,All,schools_with_computer,33.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Jharkhand,2021-22,All,schools_total,44855,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Jharkhand,2021-22,All,schools_with_computer,38224,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Jharkhand,2021-22,All,schools_with_computer,85.2,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Karnataka,2021-22,All,schools_total,76450,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Karnataka,2021-22,All,schools_with_computer,43142,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Karnataka,2021-22,All,schools_with_computer,56.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Kerala,2021-22,All,schools_total,16240,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Kerala,2021-22,All,schools_with_computer,15970,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Kerala,2021-22,All,schools_with_computer,98.3,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Ladakh,2021-22,All,schools_total,978,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Ladakh,2021-22,All,schools_with_computer,452,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Ladakh,2021-22,All,schools_with_computer,46.2,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Lakshadweep,2021-22,All,schools_total,38,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Lakshadweep,2021-22,All,schools_with_computer,38,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Lakshadweep,2021-22,All,schools_with_computer,100,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Madhya Pradesh,2021-22,All,schools_total,125582,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Madhya Pradesh,2021-22,All,schools_with_computer,32645,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Madhya Pradesh,2021-22,All,schools_with_computer,26,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Maharashtra,2021-22,All,schools_total,109605,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Maharashtra,2021-22,All,schools_with_computer,89257,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Maharashtra,2021-22,All,schools_with_computer,81.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Manipur,2021-22,All,schools_total,4617,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Manipur,2021-22,All,schools_with_computer,1708,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Manipur,2021-22,All,schools_with_computer,37,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Meghalaya,2021-22,All,schools_total,14600,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Meghalaya,2021-22,All,schools_with_computer,2673,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Meghalaya,2021-22,All,schools_with_computer,18.3,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Mizoram,2021-22,All,schools_total,3911,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Mizoram,2021-22,All,schools_with_computer,2092,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Mizoram,2021-22,All,schools_with_computer,53.5,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Nagaland,2021-22,All,schools_total,2718,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Nagaland,2021-22,All,schools_with_computer,1559,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Nagaland,2021-22,All,schools_with_computer,57.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Odisha,2021-22,All,schools_total,62291,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Odisha,2021-22,All,schools_with_computer,16464,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Odisha,2021-22,All,schools_with_computer,26.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Puducherry,2021-22,All,schools_total,736,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Puducherry,2021-22,All,schools_with_computer,733,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Puducherry,2021-22,All,schools_with_computer,99.6,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Punjab,2021-22,All,schools_total,27701,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Punjab,2021-22,All,schools_with_computer,27581,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Punjab,2021-22,All,schools_with_computer,99.6,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Rajasthan,2021-22,All,schools_total,106373,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Rajasthan,2021-22,All,schools_with_computer,55321,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Rajasthan,2021-22,All,schools_with_computer,52,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Sikkim,2021-22,All,schools_total,1259,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Sikkim,2021-22,All,schools_with_computer,1132,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Sikkim,2021-22,All,schools_with_computer,89.9,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Tamil Nadu,2021-22,All,schools_total,58801,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Tamil Nadu,2021-22,All,schools_with_computer,46092,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Tamil Nadu,2021-22,All,schools_with_computer,78.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Telangana,2021-22,All,schools_total,43083,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Telangana,2021-22,All,schools_with_computer,18483,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Telangana,2021-22,All,schools_with_computer,42.9,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Tripura,2021-22,All,schools_total,4929,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Tripura,2021-22,All,schools_with_computer,1607,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Tripura,2021-22,All,schools_with_computer,32.6,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Uttar Pradesh,2021-22,All,schools_total,258054,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Uttar Pradesh,2021-22,All,schools_with_computer,69635,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Uttar Pradesh,2021-22,All,schools_with_computer,27,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Uttarakhand,2021-22,All,schools_total,22815,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
Uttarakhand,2021-22,All,schools_with_computer,13292,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
Uttarakhand,2021-22,All,schools_with_computer,58.3,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
West Bengal,2021-22,All,schools_total,94744,count,UDISE_2021-2022.pdf,138,Total Schools,"Table 7.9 col (2), All management"
West Bengal,2021-22,All,schools_with_computer,17421,count,UDISE_2021-2022.pdf,138,Schools with computer facility,"Table 7.9 col (7), All management"
West Bengal,2021-22,All,schools_with_computer,18.4,percent,UDISE_2021-2022.pdf,138,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
India,2021-22,All,schools_with_functional_computer,682566,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
India,2021-22,All,schools_with_functional_computer,45.8,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Andaman & Nicobar Islands,2021-22,All,schools_with_functional_computer,275,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
Andaman & Nicobar Islands,2021-22,All,schools_with_functional_computer,66.1,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Andhra Pradesh,2021-22,All,schools_with_functional_computer,29654,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
Andhra Pradesh,2021-22,All,schools_with_functional_computer,47.9,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Arunachal Pradesh,2021-22,All,schools_with_functional_computer,1161,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
Arunachal Pradesh,2021-22,All,schools_with_functional_computer,32.2,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Assam,2021-22,All,schools_with_functional_computer,9900,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
Assam,2021-22,All,schools_with_functional_computer,16.3,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Bihar,2021-22,All,schools_with_functional_computer,17090,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
Bihar,2021-22,All,schools_with_functional_computer,18.3,percent,UDISE_2021-2022.pdf,139,Percentage of Schools with functional computer facility,"Table 7.10 col (12), All management"
Chandigarh,2021-22,All,schools_with_functional_computer,232,count,UDISE_2021-2022.pdf,139,Schools with functional computer facility,"Table 7.10 col (7), All management"
